#chr	pos	coverage
H1N1_PA	380	42
H1N1_PA	381	42
H1N1_PA	382	42
H1N1_PA	383	42
H1N1_PA	384	42
H1N1_PA	385	42
H1N1_PA	386	42
H1N1_PA	387	42
H1N1_PA	388	42
H1N1_PA	389	42
H1N1_PA	390	42
H1N1_PA	391	41
H1N1_PA	392	39
H1N1_PA	393	38
H1N1_PA	394	36
H1N1_PA	395	36
H1N1_PA	396	36
H1N1_PA	397	36
H1N1_PA	398	36
H1N1_PA	399	34
H1N1_PA	400	32
H1N1_PA	401	32
H1N1_PA	402	32
H1N1_PA	403	32
H1N1_PA	404	32
H1N1_PA	405	31
H1N1_PA	406	31
H1N1_PA	407	31
H1N1_PA	408	31
H1N1_PA	409	31
H1N1_PA	410	31
H1N1_PA	411	31
H1N1_PA	412	30
H1N1_PA	413	30
H1N1_PA	414	30
H1N1_PA	415	30
H1N1_PA	416	30
H1N1_PA	417	30
H1N1_PA	418	29
H1N1_PA	419	29
H1N1_PA	420	28
H1N1_PA	421	28
H1N1_PA	422	28
H1N1_PA	423	28
H1N1_PA	424	28
H1N1_PA	425	31
H1N1_PA	426	33
H1N1_PA	427	33
H1N1_PA	428	33
H1N1_PA	429	33
H1N1_PA	430	33
H1N1_PA	431	31
H1N1_PA	432	32
H1N1_PA	433	31
H1N1_PA	434	32
H1N1_PA	435	32
H1N1_PA	436	32
H1N1_PA	437	32
H1N1_PA	438	32
H1N1_PA	439	32
H1N1_PA	440	34
H1N1_PA	441	33
H1N1_PA	442	33
H1N1_PA	443	33
H1N1_PA	444	33
H1N1_PA	445	34
H1N1_PA	446	34
H1N1_PA	447	33
H1N1_PA	448	32
H1N1_PA	449	32
H1N1_PA	450	32
H1N1_PA	451	31
H1N1_PA	452	31
H1N1_PA	453	31
H1N1_PA	454	31
H1N1_PA	455	31
H1N1_PA	456	31
H1N1_PA	457	31
H1N1_PA	458	32
H1N1_PA	459	32
H1N1_PA	460	31
H1N1_PA	461	35
H1N1_PA	462	35
H1N1_PA	463	35
H1N1_PA	464	34
H1N1_PA	465	33
H1N1_PA	466	33
H1N1_PA	467	33
H1N1_PA	468	33
H1N1_PA	469	31
H1N1_PA	470	31
H1N1_PA	471	31
H1N1_PA	472	33
H1N1_PA	473	33
H1N1_PA	474	35
H1N1_PA	475	35
H1N1_PA	476	35
H1N1_PA	477	37
H1N1_PA	478	37
H1N1_PA	479	38
H1N1_PA	480	38
H1N1_PA	481	38
H1N1_PA	482	38
H1N1_PA	483	38
H1N1_PA	484	38
H1N1_PA	485	39
H1N1_PA	486	38
H1N1_PA	487	40
H1N1_PA	488	38
H1N1_PA	489	38
H1N1_PA	490	39
H1N1_PA	491	38
H1N1_PA	492	38
H1N1_PA	493	38
H1N1_PA	494	38
H1N1_PA	495	38
H1N1_PA	496	38
H1N1_PA	497	38
H1N1_PA	498	38
H1N1_PA	499	36
H1N1_PA	500	37
H1N1_PA	501	37
H1N1_PA	502	37
H1N1_PA	503	37
H1N1_PA	504	37
H1N1_PA	505	37
H1N1_PA	506	38
H1N1_PA	507	38
H1N1_PA	508	38
H1N1_PA	509	38
H1N1_PA	510	39
H1N1_PA	511	39
H1N1_PA	512	39
H1N1_PA	513	39
H1N1_PA	514	39
H1N1_PA	515	39
H1N1_PA	516	39
H1N1_PA	517	39
H1N1_PA	518	39
H1N1_PA	519	37
H1N1_PA	520	38
H1N1_PA	521	38
H1N1_PA	522	38
H1N1_PA	523	39
H1N1_PA	524	40
H1N1_PA	525	43
H1N1_PA	526	44
H1N1_PA	527	44
H1N1_PA	528	45
H1N1_PA	529	46
H1N1_PA	530	44
H1N1_PA	531	44
H1N1_PA	532	44
H1N1_PA	533	43
H1N1_PA	534	43
H1N1_PA	535	43
H1N1_PA	536	43
H1N1_PA	537	43
H1N1_PA	538	43
H1N1_PA	539	43
H1N1_PA	540	44
H1N1_PA	541	44
H1N1_PA	542	44
H1N1_PA	543	44
H1N1_PA	544	44
H1N1_PA	545	44
H1N1_PA	546	44
H1N1_PA	547	44
H1N1_PA	548	44
H1N1_PA	549	43
H1N1_PA	550	41
H1N1_PA	551	41
H1N1_PA	552	41
H1N1_PA	553	41
H1N1_PA	554	41
H1N1_PA	555	41
H1N1_PA	556	41
H1N1_PA	557	42
H1N1_PA	558	42
H1N1_PA	559	42
H1N1_PA	560	42
H1N1_PA	561	42
H1N1_PA	562	42
H1N1_PA	563	42
H1N1_PA	564	42
H1N1_PA	565	42
H1N1_PA	566	42
H1N1_PA	567	42
H1N1_PA	568	42
H1N1_PA	569	40
H1N1_PA	570	40
H1N1_PA	571	41
H1N1_PA	572	41
H1N1_PA	573	40
H1N1_PA	574	41
H1N1_PA	575	41
H1N1_PA	576	37
H1N1_PA	577	37
H1N1_PA	578	35
H1N1_PA	579	35
H1N1_PA	580	37
H1N1_PA	581	37
H1N1_PA	582	37
H1N1_PA	583	36
H1N1_PA	584	35
H1N1_PA	585	34
H1N1_PA	586	36
H1N1_PA	587	36
H1N1_PA	588	36
H1N1_PA	589	36
H1N1_PA	590	36
H1N1_PA	591	35
H1N1_PA	592	35
H1N1_PA	593	35
H1N1_PA	594	35
H1N1_PA	595	35
H1N1_PA	596	34
H1N1_PA	597	34
H1N1_PA	598	34
H1N1_PA	599	35
H1N1_PA	600	36
H1N1_PA	601	38
H1N1_PA	602	38
H1N1_PA	603	38
H1N1_PA	604	38
H1N1_PA	605	39
H1N1_PA	606	40
H1N1_PA	607	40
H1N1_PA	608	40
H1N1_PA	609	39
H1N1_PA	610	40
H1N1_PA	611	41
H1N1_PA	612	41
H1N1_PA	613	41
H1N1_PA	614	41
H1N1_PA	615	41
H1N1_PA	616	42
H1N1_PA	617	42
H1N1_PA	618	41
H1N1_PA	619	41
H1N1_PA	620	41
H1N1_PA	621	41
H1N1_PA	622	41
H1N1_PA	623	42
H1N1_PA	624	42
H1N1_PA	625	41
H1N1_PA	626	41
H1N1_PA	627	41
H1N1_PA	628	37
H1N1_PA	629	37
H1N1_PA	630	36
H1N1_PA	631	36
H1N1_PA	632	36
H1N1_PA	633	36
H1N1_PA	634	38
H1N1_PA	635	38
H1N1_PA	636	37
H1N1_PA	637	37
H1N1_PA	638	37
H1N1_PA	639	38
H1N1_PA	640	38
H1N1_PA	641	37
H1N1_PA	642	37
H1N1_PA	643	39
H1N1_PA	644	40
H1N1_PA	645	40
H1N1_PA	646	42
H1N1_PA	647	42
H1N1_PA	648	42
H1N1_PA	649	42
H1N1_PA	650	42
H1N1_PA	651	41
H1N1_PA	652	41
H1N1_PA	653	41
H1N1_PA	654	42
H1N1_PA	655	43
H1N1_PA	656	43
H1N1_PA	657	42
H1N1_PA	658	42
H1N1_PA	659	42
H1N1_PA	660	44
H1N1_PA	661	44
H1N1_PA	662	44
H1N1_PA	663	44
H1N1_PA	664	44
H1N1_PA	665	44
H1N1_PA	666	44
H1N1_PA	667	43
H1N1_PA	668	43
H1N1_PA	669	44
H1N1_PA	670	44
H1N1_PA	671	43
H1N1_PA	672	43
H1N1_PA	673	43
H1N1_PA	674	42
H1N1_PA	675	42
H1N1_PA	676	41
H1N1_PA	677	40
H1N1_PA	678	40
H1N1_PA	679	39
H1N1_PA	680	36
H1N1_PA	681	36
H1N1_PA	682	36
H1N1_PA	683	36
H1N1_PA	684	36
H1N1_PA	685	36
H1N1_PA	686	38
H1N1_PA	687	38
H1N1_PA	688	38
H1N1_PA	689	38
H1N1_PA	690	38
H1N1_PA	691	37
H1N1_PA	692	37
H1N1_PA	693	37
H1N1_PA	694	37
H1N1_PA	695	37
H1N1_PA	696	37
H1N1_PA	697	37
H1N1_PA	698	37
H1N1_PA	699	38
H1N1_PA	700	37
H1N1_PA	701	37
H1N1_PA	702	37
H1N1_PA	703	37
H1N1_PA	704	37
H1N1_PA	705	39
H1N1_PA	706	39
H1N1_PA	707	39
H1N1_PA	708	38
H1N1_PA	709	38
H1N1_PA	710	38
H1N1_PA	711	36
H1N1_PA	712	36
H1N1_PA	713	37
H1N1_PA	714	37
H1N1_PA	715	37
H1N1_PA	716	37
H1N1_PA	717	37
H1N1_PA	718	37
H1N1_PA	719	39
H1N1_PA	720	39
H1N1_PA	721	40
H1N1_PA	722	39
H1N1_PA	723	40
H1N1_PA	724	40
H1N1_PA	725	39
H1N1_PA	726	39
H1N1_PA	727	42
H1N1_PA	728	43
H1N1_PA	729	43
H1N1_PA	730	43
H1N1_PA	731	43
H1N1_PA	732	43
H1N1_PA	733	42
H1N1_PA	734	42
H1N1_PA	735	42
H1N1_PA	736	42
H1N1_PA	737	41
H1N1_PA	738	41
H1N1_PA	739	42
H1N1_PA	740	42
H1N1_PA	741	42
H1N1_PA	742	42
H1N1_PA	743	42
H1N1_PA	744	42
H1N1_PA	745	42
H1N1_PA	746	43
H1N1_PA	747	43
H1N1_PA	748	43
H1N1_PA	749	43
H1N1_PA	750	43
H1N1_PA	751	42
H1N1_PA	752	40
H1N1_PA	753	40
H1N1_PA	754	40
H1N1_PA	755	41
H1N1_PA	756	40
H1N1_PA	757	41
H1N1_PA	758	41
H1N1_PA	759	41
H1N1_PA	760	41
H1N1_PA	761	40
H1N1_PA	762	37
H1N1_PA	763	36
H1N1_PA	764	37
H1N1_PA	765	37
H1N1_PA	766	37
H1N1_PA	767	35
H1N1_PA	768	35
H1N1_PA	769	35
H1N1_PA	770	35
H1N1_PA	771	35
H1N1_PA	772	35
H1N1_PA	773	35
H1N1_PA	774	32
H1N1_PA	775	33
H1N1_PA	776	33
H1N1_PA	777	33
H1N1_PA	778	33
H1N1_PA	779	33
H1N1_PA	780	33
H1N1_PA	781	33
H1N1_PA	782	34
H1N1_PA	783	34
H1N1_PA	784	35
H1N1_PA	785	33
H1N1_PA	786	33
H1N1_PA	787	33
H1N1_PA	788	33
H1N1_PA	789	33
H1N1_PA	790	32
H1N1_PA	791	32
H1N1_PA	792	32
H1N1_PA	793	32
H1N1_PA	794	32
H1N1_PA	795	31
H1N1_PA	796	31
H1N1_PA	797	31
H1N1_PA	798	31
H1N1_PA	799	31
H1N1_PA	800	31
H1N1_PA	801	31
H1N1_PA	802	31
H1N1_PA	803	31
H1N1_PA	804	31
H1N1_PA	805	30
H1N1_PA	806	30
H1N1_PA	807	31
H1N1_PA	808	34
H1N1_PA	809	34
H1N1_PA	810	34
H1N1_PA	811	33
H1N1_PA	812	32
H1N1_PA	813	32
H1N1_PA	814	32
H1N1_PA	815	32
H1N1_PA	816	32
H1N1_PA	817	32
H1N1_PA	818	31
H1N1_PA	819	31
H1N1_PA	820	28
H1N1_PA	821	28
H1N1_PA	822	28
H1N1_PA	823	28
H1N1_PA	824	28
H1N1_PA	825	26
H1N1_PA	826	27
H1N1_PA	827	27
H1N1_PA	828	27
H1N1_PA	829	27
H1N1_PA	830	27
H1N1_PA	831	27
H1N1_PA	832	27
H1N1_PA	833	28
H1N1_PA	834	30
H1N1_PA	835	30
H1N1_PA	836	30
H1N1_PA	837	30
H1N1_PA	838	30
H1N1_PA	839	30
H1N1_PA	840	30
H1N1_PA	841	32
H1N1_PA	842	32
H1N1_PA	843	32
H1N1_PA	844	32
H1N1_PA	845	32
H1N1_PA	846	32
H1N1_PA	847	33
H1N1_PA	848	33
H1N1_PA	849	33
H1N1_PA	850	32
H1N1_PA	851	32
H1N1_PA	852	32
H1N1_PA	853	32
H1N1_PA	854	33
H1N1_PA	855	33
H1N1_PA	856	31
H1N1_PA	857	32
H1N1_PA	858	33
H1N1_PA	859	33
H1N1_PA	860	34
H1N1_PA	861	34
H1N1_PA	862	34
H1N1_PA	863	33
H1N1_PA	864	33
H1N1_PA	865	33
H1N1_PA	866	33
H1N1_PA	867	34
H1N1_PA	868	35
H1N1_PA	869	35
H1N1_PA	870	33
H1N1_PA	871	33
H1N1_PA	872	32
H1N1_PA	873	33
H1N1_PA	874	32
H1N1_PA	875	34
H1N1_PA	876	34
H1N1_PA	877	34
H1N1_PA	878	33
H1N1_PA	879	32
H1N1_PA	880	32
H1N1_PA	881	32
H1N1_PA	882	32
H1N1_PA	883	32
H1N1_PA	884	32
H1N1_PA	885	32
H1N1_PA	886	32
H1N1_PA	887	32
H1N1_PA	888	32
H1N1_PA	889	32
H1N1_PA	890	31
H1N1_PA	891	31
H1N1_PA	892	31
H1N1_PA	893	31
H1N1_PA	894	31
H1N1_PA	895	31
H1N1_PA	896	31
H1N1_PA	897	31
H1N1_PA	898	31
H1N1_PA	899	31
H1N1_PA	900	31
H1N1_PA	901	30
H1N1_PA	902	30
H1N1_PA	903	30
H1N1_PA	904	30
H1N1_PA	905	30
H1N1_PA	906	29
H1N1_PA	907	29
H1N1_PA	908	27
H1N1_PA	909	27
H1N1_PA	910	27
H1N1_PA	911	28
H1N1_PA	912	28
H1N1_PA	913	30
H1N1_PA	914	31
H1N1_PA	915	30
H1N1_PA	916	30
H1N1_PA	917	31
H1N1_PA	918	31
H1N1_PA	919	31
H1N1_PA	920	33
H1N1_PA	921	34
H1N1_PA	922	34
H1N1_PA	923	34
H1N1_PA	924	34
H1N1_PA	925	34
H1N1_PA	926	34
H1N1_PA	927	34
H1N1_PA	928	36
H1N1_PA	929	36
H1N1_PA	930	36
H1N1_PA	931	35
H1N1_PA	932	35
H1N1_PA	933	35
H1N1_PA	934	35
H1N1_PA	935	34
H1N1_PA	936	34
H1N1_PA	937	34
H1N1_PA	938	34
H1N1_PA	939	34
H1N1_PA	940	34
H1N1_PA	941	34
H1N1_PA	942	34
H1N1_PA	943	34
H1N1_PA	944	35
H1N1_PA	945	35
H1N1_PA	946	35
H1N1_PA	947	36
H1N1_PA	948	36
H1N1_PA	949	36
H1N1_PA	950	36
H1N1_PA	951	36
H1N1_PA	952	36
H1N1_PA	953	37
H1N1_PA	954	37
H1N1_PA	955	37
H1N1_PA	956	37
H1N1_PA	957	36
H1N1_PA	958	35
H1N1_PA	959	34
H1N1_PA	960	32
H1N1_PA	961	32
H1N1_PA	962	32
H1N1_PA	963	31
H1N1_PA	964	31
H1N1_PA	965	31
H1N1_PA	966	31
H1N1_PA	967	31
H1N1_PA	968	31
H1N1_PA	969	31
H1N1_PA	970	31
H1N1_PA	971	32
H1N1_PA	972	32
H1N1_PA	973	32
H1N1_PA	974	32
H1N1_PA	975	32
H1N1_PA	976	32
H1N1_PA	977	31
H1N1_PA	978	31
H1N1_PA	979	31
H1N1_PA	980	31
H1N1_PA	981	31
H1N1_PA	982	31
H1N1_PA	983	31
H1N1_PA	984	30
H1N1_PA	985	28
H1N1_PA	986	28
H1N1_PA	987	28
H1N1_PA	988	28
H1N1_PA	989	28
H1N1_PA	990	29
H1N1_PA	991	29
H1N1_PA	992	30
H1N1_PA	993	30
H1N1_PA	994	30
H1N1_PA	995	30
H1N1_PA	996	30
H1N1_PA	997	30
H1N1_PA	998	29
H1N1_PA	999	29
H1N1_PA	1000	29
H1N1_PA	1001	29
H1N1_PA	1002	29
H1N1_PA	1003	29
H1N1_PA	1004	29
H1N1_PA	1005	29
H1N1_PA	1006	29
H1N1_PA	1007	30
H1N1_PA	1008	32
H1N1_PA	1009	31
H1N1_PA	1010	31
H1N1_PA	1011	30
H1N1_PA	1012	30
H1N1_PA	1013	31
H1N1_PA	1014	32
H1N1_PA	1015	32
H1N1_PA	1016	30
H1N1_PA	1017	30
H1N1_PA	1018	29
H1N1_PA	1019	26
H1N1_PA	1020	26
H1N1_PA	1021	27
H1N1_PA	1022	27
H1N1_PA	1023	27
H1N1_PA	1024	27
H1N1_PA	1025	27
H1N1_PA	1026	27
H1N1_PA	1027	27
H1N1_PA	1028	27
H1N1_PA	1029	27
H1N1_PA	1030	29
H1N1_PA	1031	29
H1N1_PA	1032	29
H1N1_PA	1033	29
H1N1_PA	1034	29
H1N1_PA	1035	29
H1N1_PA	1036	30
H1N1_PA	1037	32
H1N1_PA	1038	32
H1N1_PA	1039	32
H1N1_PA	1040	32
H1N1_PA	1041	34
H1N1_PA	1042	35
H1N1_PA	1043	36
H1N1_PA	1044	36
H1N1_PA	1045	36
H1N1_PA	1046	36
H1N1_PA	1047	36
H1N1_PA	1048	34
H1N1_PA	1049	34
H1N1_PA	1050	34
H1N1_PA	1051	34
H1N1_PA	1052	32
H1N1_PA	1053	32
H1N1_PA	1054	32
H1N1_PA	1055	32
H1N1_PA	1056	33
H1N1_PA	1057	34
H1N1_PA	1058	34
H1N1_PA	1059	34
H1N1_PA	1060	34
H1N1_PA	1061	35
H1N1_PA	1062	35
H1N1_PA	1063	35
H1N1_PA	1064	35
H1N1_PA	1065	35
H1N1_PA	1066	35
H1N1_PA	1067	35
H1N1_PA	1068	34
H1N1_PA	1069	32
H1N1_PA	1070	32
H1N1_PA	1071	32
H1N1_PA	1072	31
H1N1_PA	1073	31
H1N1_PA	1074	31
H1N1_PA	1075	31
H1N1_PA	1076	31
H1N1_PA	1077	30
H1N1_PA	1078	30
H1N1_PA	1079	30
H1N1_PA	1080	30
H1N1_PA	1081	30
H1N1_PA	1082	30
H1N1_PA	1083	32
H1N1_PA	1084	32
H1N1_PA	1085	32
H1N1_PA	1086	32
H1N1_PA	1087	32
H1N1_PA	1088	32
H1N1_PA	1089	32
H1N1_PA	1090	33
H1N1_PA	1091	33
H1N1_PA	1092	33
H1N1_PA	1093	33
H1N1_PA	1094	33
H1N1_PA	1095	32
H1N1_PA	1096	32
H1N1_PA	1097	32
H1N1_PA	1098	31
H1N1_PA	1099	31
H1N1_PA	1100	32
H1N1_PA	1101	33
H1N1_PA	1102	33
H1N1_PA	1103	33
H1N1_PA	1104	32
H1N1_PA	1105	32
H1N1_PA	1106	33
H1N1_PA	1107	33
H1N1_PA	1108	33
H1N1_PA	1109	33
H1N1_PA	1110	35
H1N1_PA	1111	37
H1N1_PA	1112	37
H1N1_PA	1113	37
H1N1_PA	1114	37
H1N1_PA	1115	38
H1N1_PA	1116	38
H1N1_PA	1117	38
H1N1_PA	1118	38
H1N1_PA	1119	38
H1N1_PA	1120	38
H1N1_PA	1121	39
H1N1_PA	1122	38
H1N1_PA	1123	42
H1N1_PA	1124	42
H1N1_PA	1125	42
H1N1_PA	1126	41
H1N1_PA	1127	41
H1N1_PA	1128	43
H1N1_PA	1129	43
H1N1_PA	1130	43
H1N1_PA	1131	44
H1N1_PA	1132	46
H1N1_PA	1133	46
H1N1_PA	1134	46
H1N1_PA	1135	46
H1N1_PA	1136	46
H1N1_PA	1137	46
H1N1_PA	1138	46
H1N1_PA	1139	46
H1N1_PA	1140	46
H1N1_PA	1141	46
H1N1_PA	1142	47
H1N1_PA	1143	45
H1N1_PA	1144	45
H1N1_PA	1145	47
H1N1_PA	1146	48
H1N1_PA	1147	50
H1N1_PA	1148	51
H1N1_PA	1149	51
H1N1_PA	1150	52
H1N1_PA	1151	52
H1N1_PA	1152	52
H1N1_PA	1153	50
H1N1_PA	1154	52
H1N1_PA	1155	52
H1N1_PA	1156	51
H1N1_PA	1157	52
H1N1_PA	1158	51
H1N1_PA	1159	50
H1N1_PA	1160	53
H1N1_PA	1161	56
H1N1_PA	1162	56
H1N1_PA	1163	56
H1N1_PA	1164	55
H1N1_PA	1165	54
H1N1_PA	1166	56
H1N1_PA	1167	56
H1N1_PA	1168	56
H1N1_PA	1169	58
H1N1_PA	1170	59
H1N1_PA	1171	59
H1N1_PA	1172	55
H1N1_PA	1173	55
H1N1_PA	1174	55
H1N1_PA	1175	54
H1N1_PA	1176	54
H1N1_PA	1177	54
H1N1_PA	1178	55
H1N1_PA	1179	57
H1N1_PA	1180	57
H1N1_PA	1181	57
H1N1_PA	1182	62
H1N1_PA	1183	63
H1N1_PA	1184	63
H1N1_PA	1185	63
H1N1_PA	1186	63
H1N1_PA	1187	62
H1N1_PA	1188	62
H1N1_PA	1189	62
H1N1_PA	1190	62
H1N1_PA	1191	62
H1N1_PA	1192	62
H1N1_PA	1193	61
H1N1_PA	1194	58
H1N1_PA	1195	56
H1N1_PA	1196	57
H1N1_PA	1197	57
H1N1_PA	1198	58
H1N1_PA	1199	58
H1N1_PA	1200	58
H1N1_PA	1201	58
H1N1_PA	1202	58
H1N1_PA	1203	58
H1N1_PA	1204	58
H1N1_PA	1205	58
H1N1_PA	1206	59
H1N1_PA	1207	58
H1N1_PA	1208	58
H1N1_PA	1209	58
H1N1_PA	1210	58
H1N1_PA	1211	58
H1N1_PA	1212	58
H1N1_PA	1213	63
H1N1_PA	1214	63
H1N1_PA	1215	64
H1N1_PA	1216	63
H1N1_PA	1217	63
H1N1_PA	1218	65
H1N1_PA	1219	65
H1N1_PA	1220	65
H1N1_PA	1221	65
H1N1_PA	1222	65
H1N1_PA	1223	65
H1N1_PA	1224	65
H1N1_PA	1225	66
H1N1_PA	1226	66
H1N1_PA	1227	66
H1N1_PA	1228	66
H1N1_PA	1229	66
H1N1_PA	1230	66
H1N1_PA	1231	66
H1N1_PA	1232	66
H1N1_PA	1233	66
H1N1_PA	1234	66
H1N1_PA	1235	66
H1N1_PA	1236	66
H1N1_PA	1237	66
H1N1_PA	1238	66
H1N1_PA	1239	66
H1N1_PA	1240	68
H1N1_PA	1241	68
H1N1_PA	1242	68
H1N1_PA	1243	68
H1N1_PA	1244	68
H1N1_PA	1245	71
H1N1_PA	1246	71
H1N1_PA	1247	71
H1N1_PA	1248	71
H1N1_PA	1249	71
H1N1_PA	1250	71
H1N1_PA	1251	70
H1N1_PA	1252	69
H1N1_PA	1253	73
H1N1_PA	1254	74
H1N1_PA	1255	74
H1N1_PA	1256	74
H1N1_PA	1257	73
H1N1_PA	1258	74
H1N1_PA	1259	74
H1N1_PA	1260	74
H1N1_PA	1261	72
H1N1_PA	1262	72
H1N1_PA	1263	75
H1N1_PA	1264	75
H1N1_PA	1265	75
H1N1_PA	1266	74
H1N1_PA	1267	74
H1N1_PA	1268	74
H1N1_PA	1269	74
H1N1_PA	1270	74
H1N1_PA	1271	74
H1N1_PA	1272	73
H1N1_PA	1273	73
H1N1_PA	1274	69
H1N1_PA	1275	69
H1N1_PA	1276	69
H1N1_PA	1277	69
H1N1_PA	1278	69
H1N1_PA	1279	67
H1N1_PA	1280	67
H1N1_PA	1281	67
H1N1_PA	1282	67
H1N1_PA	1283	61
H1N1_PA	1284	61
H1N1_PA	1285	61
H1N1_PA	1286	61
H1N1_PA	1287	59
H1N1_PA	1288	59
H1N1_PA	1289	59
H1N1_PA	1290	59
H1N1_PA	1291	57
H1N1_PA	1292	56
H1N1_PA	1293	55
H1N1_PA	1294	52
H1N1_PA	1295	52
H1N1_PA	1296	52
H1N1_PA	1297	51
H1N1_PA	1298	51
H1N1_PA	1299	50
H1N1_PA	1300	50
H1N1_PA	1301	49
H1N1_PA	1302	49
H1N1_PA	1303	49
H1N1_PA	1304	49
H1N1_PA	1305	51
H1N1_PA	1306	51
H1N1_PA	1307	55
H1N1_PA	1308	52
H1N1_PA	1309	52
H1N1_PA	1310	52
H1N1_PA	1311	51
H1N1_PA	1312	46
H1N1_PA	1313	48
H1N1_PA	1314	49
H1N1_PA	1315	49
H1N1_PA	1316	49
H1N1_PA	1317	49
H1N1_PA	1318	51
H1N1_PA	1319	52
H1N1_PA	1320	52
H1N1_PA	1321	51
H1N1_PA	1322	51
H1N1_PA	1323	50
H1N1_PA	1324	50
H1N1_PA	1325	50
H1N1_PA	1326	50
H1N1_PA	1327	50
H1N1_PA	1328	50
H1N1_PA	1329	49
H1N1_PA	1330	43
H1N1_PA	1331	44
H1N1_PA	1332	44
H1N1_PA	1333	43
H1N1_PA	1334	42
H1N1_PA	1335	42
H1N1_PA	1336	42
H1N1_PA	1337	42
H1N1_PA	1338	42
H1N1_PA	1339	40
H1N1_PA	1340	38
H1N1_PA	1341	38
H1N1_PA	1342	38
H1N1_PA	1343	39
H1N1_PA	1344	39
H1N1_PA	1345	42
H1N1_PA	1346	42
H1N1_PA	1347	42
H1N1_PA	1348	44
H1N1_PA	1349	43
H1N1_PA	1350	42
H1N1_PA	1351	42
H1N1_PA	1352	43
H1N1_PA	1353	43
H1N1_PA	1354	44
H1N1_PA	1355	45
H1N1_PA	1356	45
H1N1_PA	1357	44
H1N1_PA	1358	44
H1N1_PA	1359	44
H1N1_PA	1360	44
H1N1_PA	1361	44
H1N1_PA	1362	44
H1N1_PA	1363	42
H1N1_PA	1364	41
H1N1_PA	1365	41
H1N1_PA	1366	41
H1N1_PA	1367	42
H1N1_PA	1368	42
H1N1_PA	1369	43
H1N1_PA	1370	43
H1N1_PA	1371	47
H1N1_PA	1372	48
H1N1_PA	1373	50
H1N1_PA	1374	50
H1N1_PA	1375	50
H1N1_PA	1376	49
H1N1_PA	1377	51
H1N1_PA	1378	52
H1N1_PA	1379	52
H1N1_PA	1380	52
H1N1_PA	1381	53
H1N1_PA	1382	53
H1N1_PA	1383	54
H1N1_PA	1384	54
H1N1_PA	1385	54
H1N1_PA	1386	54
H1N1_PA	1387	55
H1N1_PA	1388	55
H1N1_PA	1389	56
H1N1_PA	1390	56
H1N1_PA	1391	54
H1N1_PA	1392	55
H1N1_PA	1393	55
H1N1_PA	1394	55
H1N1_PA	1395	55
H1N1_PA	1396	54
H1N1_PA	1397	54
H1N1_PA	1398	54
H1N1_PA	1399	54
H1N1_PA	1400	54
H1N1_PA	1401	54
H1N1_PA	1402	54
H1N1_PA	1403	54
H1N1_PA	1404	50
H1N1_PA	1405	50
H1N1_PA	1406	50
H1N1_PA	1407	50
H1N1_PA	1408	48
H1N1_PA	1409	47
H1N1_PA	1410	47
H1N1_PA	1411	47
H1N1_PA	1412	47
H1N1_PA	1413	47
H1N1_PA	1414	44
H1N1_PA	1415	46
H1N1_PA	1416	48
H1N1_PA	1417	48
H1N1_PA	1418	49
H1N1_PA	1419	50
H1N1_PA	1420	51
H1N1_PA	1421	51
H1N1_PA	1422	51
H1N1_PA	1423	52
H1N1_PA	1424	52
H1N1_PA	1425	52
H1N1_PA	1426	52
H1N1_PA	1427	52
H1N1_PA	1428	54
H1N1_PA	1429	54
H1N1_PA	1430	54
H1N1_PA	1431	54
H1N1_PA	1432	54
H1N1_PA	1433	53
H1N1_PA	1434	53
H1N1_PA	1435	53
H1N1_PA	1436	53
H1N1_PA	1437	53
H1N1_PA	1438	54
H1N1_PA	1439	54
H1N1_PA	1440	54
H1N1_PA	1441	56
H1N1_PA	1442	58
H1N1_PA	1443	60
H1N1_PA	1444	60
H1N1_PA	1445	60
H1N1_PA	1446	60
H1N1_PA	1447	60
H1N1_PA	1448	60
H1N1_PA	1449	60
H1N1_PA	1450	60
H1N1_PA	1451	60
H1N1_PA	1452	60
H1N1_PA	1453	60
H1N1_PA	1454	61
H1N1_PA	1455	59
H1N1_PA	1456	57
H1N1_PA	1457	57
H1N1_PA	1458	55
H1N1_PA	1459	55
H1N1_PA	1460	55
H1N1_PA	1461	57
H1N1_PA	1462	55
H1N1_PA	1463	56
H1N1_PA	1464	54
H1N1_PA	1465	53
H1N1_PA	1466	53
H1N1_PA	1467	53
H1N1_PA	1468	53
H1N1_PA	1469	53
H1N1_PA	1470	52
H1N1_PA	1471	52
H1N1_PA	1472	52
H1N1_PA	1473	52
H1N1_PA	1474	54
H1N1_PA	1475	54
H1N1_PA	1476	54
H1N1_PA	1477	54
H1N1_PA	1478	54
H1N1_PA	1479	56
H1N1_PA	1480	56
H1N1_PA	1481	56
H1N1_PA	1482	55
H1N1_PA	1483	55
H1N1_PA	1484	55
H1N1_PA	1485	55
H1N1_PA	1486	54
H1N1_PA	1487	54
H1N1_PA	1488	55
H1N1_PA	1489	55
H1N1_PA	1490	56
H1N1_PA	1491	54
H1N1_PA	1492	56
H1N1_PA	1493	58
H1N1_PA	1494	57
H1N1_PA	1495	57
H1N1_PA	1496	56
H1N1_PA	1497	56
H1N1_PA	1498	55
H1N1_PA	1499	55
H1N1_PA	1500	55
H1N1_PA	1501	57
H1N1_PA	1502	57
